	gene	pvalue
0	TRIM51	0.12410653949496181
0	VWA8	0.23975006109347674
0	ACOX3	0.12410653949496181
0	ALS2CL	0.5
0	AMBP	0.5
0	ANKLE2	0.23975006109347674
0	B3GNT8	0.23975006109347674
0	BEST1	0.23975006109347674
0	C18orf8	0.5
0	C1QTNF4	0.5
0	CBL	0.5
0	EVX2	0.5
0	GNAO1	0.5
0	HIVEP3	0.23975006109347674
0	INSR	0.23975006109347674
0	KIAA1467	0.5
0	KLHDC7B	0.5
0	LAMC2	0.5
0	LIN7A	0.5
0	LOXL3	0.5
0	MAFB	0.5
0	MYL10	0.5
0	NCLN	0.23975006109347674
0	NR1I3	0.5
0	NRIP1	0.5
0	ODF3	0.5
0	OR52B4	0.23975006109347674
0	PASK	0.5
0	PEA15	0.5
0	PRX	0.12410653949496181
0	RALGAPA1	0.12410653949496181
0	RMI2	0.5
0	RNASEL	0.12410653949496181
0	RUFY3	0.5
0	SLC25A13	0.5
0	SLC34A3	0.5
0	TLR6	0.5
0	XKR4	0.23975006109347674
0	CDKN2AIP	0.5
0	CMC1	0.5
0	DDTL	0.5
0	FYN	0.5
0	GFRA3	0.5
0	MYL6B	0.5
0	PDE2A	0.5
0	PRELID1	0.5
0	PRPSAP1	0.5
0	RTL1	0.06680720126885807
0	SAMD3	0.5
0	SLC29A1	0.5
0	TAF4B	0.5
0	TBC1D9B	0.5
0	THADA	0.5
0	TIE1	0.23975006109347674
0	ZNF438	0.12410653949496181
0	ZNF530	0.5
0	ADCY2	0.5
0	APCS	0.5
0	CD200	0.5
0	CDKN2AIPNL	0.5
0	CYP11A1	0.5
0	DOCK3	0.23975006109347674
0	KRTAP4-2	0.5
0	MASP1	0.5
0	MRPS18B	0.5
0	NLRP3	0.5
0	NOS3	0.5
0	PCDHB16	0.5
0	PCSK2	0.12410653949496181
0	SRSF11	0.5
0	TUBA1B	0.5
0	UNC5D	0.5
0	ZNHIT1	0.5
0	AKAP12	0.23975006109347674
0	AMDHD2	0.5
0	ANKRD39	0.5
0	CCDC180	0.5
0	CCDC61	0.5
0	DHX15	0.5
0	EPT1	0.5
0	EVX1	0.5
0	FHOD3	0.5
0	GLIS1	0.5
0	HECTD2	0.5
0	HRC	0.12410653949496181
0	LAMTOR5	0.5
0	NFAT5	0.23975006109347674
0	NIPSNAP3B	0.5
0	NPFFR2	0.5
0	NUP210	0.5
0	OR14K1	0.23975006109347674
0	PALLD	0.5
0	PCDHGA10	0.23975006109347674
0	PHACTR1	0.23975006109347674
0	PLCD4	0.5
0	PSMC6	0.5
0	PTPN11	0.5
0	SLC17A1	0.5
0	SLC44A4	0.5
0	SPTBN1	0.23975006109347674
0	TAS1R1	0.5
0	TIAF1	0.5
0	UCHL3	0.5
0	XIRP1	0.27014568730370997
0	YAP1	0.5
0	ZCCHC6	0.23975006109347674
0	ZSWIM5	0.5
0	ANKRD36B	0.5
0	BHLHB9	0.23975006109347674
0	CEP120	0.5
0	IGSF9B	0.23975006109347674
0	TGM1	0.5
0	ZNF302	0.23975006109347674
0	CLCN2	0.23975006109347674
0	CSE1L	0.5
0	GBA3	0.23975006109347674
0	GPR162	0.5
0	IL17RC	0.5
0	IPO7	0.5
0	MAP7	0.5
0	OMD	0.23975006109347674
0	PRAMEF19	0.5
0	RSPH1	0.5
0	SLC39A6	0.5
0	SPTAN1	0.23975006109347674
0	ZSCAN21	0.5
